length,position,n,empirical_stat,ci_lower,mean,ci_upper,language,speaker,gram
8,6,25789,2.332052578649292,2.312218180120955,2.3319405842786094,2.354445175364128,German,Parent,Trigram
8,7,25789,2.838658259262466,2.810782968344336,2.837943448461527,2.8627816135264195,German,Parent,Trigram
8,8,25789,3.2978037839122787,3.2728203060364516,3.2978541832206147,3.322998924608575,German,Parent,Trigram
9,1,18289,8.444085717012209,8.432879839863052,8.444415926572708,8.454006609809008,German,Parent,Trigram
9,2,18289,2.3818107027008675,2.363488595706911,2.3810991462234252,2.3990439671308312,German,Parent,Trigram
9,3,18289,1.8782131169882472,1.8570252339512336,1.8757694373820932,1.8949106125526165,German,Parent,Trigram
9,4,18289,2.0414923558612434,2.017445917325776,2.0415823439368332,2.0644094116835476,German,Parent,Trigram
9,5,18289,2.206981516697857,2.1860840254226517,2.2077499258212523,2.230872406294819,German,Parent,Trigram
9,6,18289,2.3143333017848895,2.291836854522332,2.3153696805147144,2.3389477072135443,German,Parent,Trigram
9,7,18289,2.4241505657070688,2.389349420845388,2.422218889696184,2.4471747000541777,German,Parent,Trigram
9,8,18289,2.8693843676175836,2.8382197980925974,2.867093067296292,2.8983197718879903,German,Parent,Trigram
9,9,18289,3.224862976667104,3.19697188314722,3.2240501728308937,3.252082484136344,German,Parent,Trigram
3,1,70998,8.858545345643389,8.851415097375646,8.85844268770526,8.866059603899707,German,Child,Trigram
3,2,70998,2.6481033616436847,2.6390805711151564,2.648693648593695,2.6565591683820684,German,Child,Trigram
3,3,70998,2.7674127416901664,2.7514901496469344,2.7676352841277376,2.7819938402505304,German,Child,Trigram
4,1,53964,8.716001271370935,8.70716727264427,8.715845155731493,8.72432089974569,German,Child,Trigram
4,2,53964,2.5568222603357165,2.54464788060909,2.5567525432433413,2.5701820154193955,German,Child,Trigram
4,3,53964,2.0673759190070076,2.0539157113689797,2.066794384080144,2.078018827728867,German,Child,Trigram
4,4,53964,2.926619764400566,2.910025561726011,2.9259948930180317,2.9415285329530976,German,Child,Trigram
8,1,11159,8.787039346042869,8.76722733653332,8.786405611474066,8.80596761337285,German,Child,Trigram
8,2,11159,2.521045356553583,2.499961170253708,2.522395419093355,2.5409475906912875,German,Child,Trigram
8,3,11159,2.077406748358799,2.0417100193194138,2.0766156529959345,2.1080102738791204,German,Child,Trigram
8,4,11159,2.117918530077968,2.084186336186338,2.1138008198159945,2.149936068431912,German,Child,Trigram
8,5,11159,2.1918760747590773,2.1620703832240435,2.1915872628345467,2.2234420001533515,German,Child,Trigram
8,6,11159,2.2357164084115477,2.205446820464097,2.2358551249936527,2.263652621519823,German,Child,Trigram
8,7,11159,2.7152920169891854,2.6771564022669367,2.7150835566783913,2.7467844817867864,German,Child,Trigram
8,8,11159,3.26177522289848,3.218797075286947,3.2601060104323114,3.2972573763575963,German,Child,Trigram
7,1,17114,8.720969196122091,8.704979735992495,8.721106644019466,8.738599266757387,German,Child,Trigram
7,2,17114,2.4956766050859662,2.47789190400771,2.4960627325241207,2.513464740528547,German,Child,Trigram
7,3,17114,2.073436600506912,2.053283515401194,2.0774370486547946,2.10004584351314,German,Child,Trigram
7,4,17114,2.089050035993811,2.0656288107550838,2.09092965133658,2.1136807386711043,German,Child,Trigram
7,5,17114,2.146403648647956,2.1265500468810448,2.1474843165654924,2.1683892463696006,German,Child,Trigram
7,6,17114,2.629524784401865,2.604666853045782,2.629857011780054,2.663033313825822,German,Child,Trigram
7,7,17114,3.2137798779727116,3.1850645473888854,3.211749532843522,3.241418498009182,German,Child,Trigram
5,1,39335,8.670447037249398,8.662581612812575,8.670992674523424,8.681740209638988,German,Child,Trigram
5,2,39335,2.5496767525329243,2.538840314837958,2.5508077956920086,2.5620796650938296,German,Child,Trigram
5,3,39335,1.9375938089978548,1.9239471339671816,1.9370996682341133,1.9489656718187598,German,Child,Trigram
5,4,39335,2.2183686856652542,2.1987218857641917,2.219061768638174,2.234984015425627,German,Child,Trigram
5,5,39335,3.0473952996498963,3.0301272344477104,3.0493399505175796,3.0680825197845185,German,Child,Trigram
6,1,26774,8.680045415887273,8.667350128997635,8.680179000383816,8.694206053753666,German,Child,Trigram
6,2,26774,2.5232887286944696,2.5101337656497846,2.524017012455006,2.536470511294982,German,Child,Trigram
6,3,26774,2.0209050202303795,2.005663942593238,2.0209676986886005,2.041725547299264,German,Child,Trigram
6,4,26774,2.01001785036037,1.9945494583155814,2.0110688399167023,2.030354310711397,German,Child,Trigram
6,5,26774,2.444786673380421,2.4253567593601435,2.4451630419436174,2.465209449722037,German,Child,Trigram
6,6,26774,3.1265142218103295,3.104178660163657,3.125555128960379,3.1481608810983674,German,Child,Trigram
9,1,7257,8.847919317058611,8.819234629299615,8.848586789102647,8.875178471511104,German,Child,Trigram
9,2,7257,2.477321389655494,2.4534271184941767,2.4778553918315733,2.5013214884011954,German,Child,Trigram
9,3,7257,2.085653482561715,2.0508842382595955,2.086470316219908,2.124195177223756,German,Child,Trigram
9,4,7257,2.1391506331739336,2.100312110969346,2.1371974359065256,2.1743737928545706,German,Child,Trigram
9,5,7257,2.2511918969237805,2.211991753809968,2.2495834963407435,2.286344780911423,German,Child,Trigram
9,6,7257,2.2924584690263257,2.2539718405781857,2.29017204709695,2.332702842860309,German,Child,Trigram
9,7,7257,2.265910975644292,2.2230115409838325,2.2647616048465014,2.299952964920207,German,Child,Trigram
9,8,7257,2.742806763922986,2.695443004854326,2.743996051547119,2.7940868709589046,German,Child,Trigram
9,9,7257,3.2596400210199334,3.2130419904820697,3.26102768726843,3.303032939923077,German,Child,Trigram
3,1,28001,7.674181079418335,7.6642803640043065,7.6734651994778424,7.682529468244921,Spanish,Parent,Trigram
3,2,28001,1.9395598422492863,1.931552149085444,1.9401624430849238,1.948470766594323,Spanish,Parent,Trigram
3,3,28001,1.757483398159514,1.7399212254015004,1.760326899939284,1.7783449777573042,Spanish,Parent,Trigram
8,1,6212,7.637121749783975,7.620912818834233,7.637873080221208,7.654861269099667,Spanish,Parent,Trigram
8,2,6212,2.0147621482706652,1.9956225718345784,2.014443986629258,2.032605558129103,Spanish,Parent,Trigram
8,3,6212,1.4357492736056783,1.4100242655841826,1.4354691199287628,1.4621418143932619,Spanish,Parent,Trigram
8,4,6212,1.3609987849277292,1.340394896403176,1.3616116005946035,1.385246209898113,Spanish,Parent,Trigram
8,5,6212,1.3645117234892026,1.3416061162449662,1.3646758654504458,1.3859195923381136,Spanish,Parent,Trigram
8,6,6212,1.320798009998631,1.299944240208871,1.3204285826797417,1.347280955371247,Spanish,Parent,Trigram
8,7,6212,1.2505194026657787,1.2251611126204192,1.2488800616097004,1.2736734436420725,Spanish,Parent,Trigram
8,8,6212,1.7669590646347075,1.7293970537460088,1.7658185166408382,1.804332173669906,Spanish,Parent,Trigram
5,1,18586,7.614282531013764,7.605714858442234,7.614641137787334,7.625136108817523,Spanish,Parent,Trigram
5,2,18586,2.0079853475690337,1.9969102345420642,2.007297904954767,2.016837798925669,Spanish,Parent,Trigram
5,3,18586,1.4059792055863554,1.395105785899843,1.4063697375027957,1.4176484824150535,Spanish,Parent,Trigram
5,4,18586,1.2677392044711855,1.2554836064179438,1.2680599228413205,1.2798116568708067,Spanish,Parent,Trigram
5,5,18586,1.768026212169192,1.7503203334656212,1.7667818002370872,1.7861378722461267,Spanish,Parent,Trigram
4,1,24083,7.633415540904196,7.625921915851894,7.6336694775159115,7.642495692394028,Spanish,Parent,Trigram
4,2,24083,2.014337922837436,2.0048403083156945,2.0135118836273125,2.0251253152316337,Spanish,Parent,Trigram
4,3,24083,1.2912508086182473,1.2804142318217702,1.290923731628112,1.3006138918833723,Spanish,Parent,Trigram
4,4,24083,1.7317496729675224,1.7158614349319201,1.7320498778824691,1.750233174725406,Spanish,Parent,Trigram
9,1,4313,7.663502112525039,7.643126440056509,7.66421243114812,7.683566516260522,Spanish,Parent,Trigram
9,2,4313,2.039005666494425,2.0191167685456546,2.0387922242321825,2.0633235342978544,Spanish,Parent,Trigram
9,3,4313,1.4456790469236174,1.418070142962334,1.4442389705361884,1.472026037115413,Spanish,Parent,Trigram
9,4,4313,1.375533311018224,1.3417928879039347,1.376259480209271,1.4036379945283697,Spanish,Parent,Trigram
9,5,4313,1.3686194162813219,1.3440330731863215,1.3683996614773035,1.3956838130646894,Spanish,Parent,Trigram
9,6,4313,1.3536571509982382,1.324638053993877,1.3509559330850693,1.3793982336547683,Spanish,Parent,Trigram
9,7,4313,1.337792960889318,1.3137008729125847,1.3359242288982842,1.3621664113327325,Spanish,Parent,Trigram
9,8,4313,1.2547747518356787,1.2285295778088687,1.2552284709560935,1.2817860195939677,Spanish,Parent,Trigram
9,9,4313,1.8009854085534402,1.766774089169729,1.8000820220370817,1.83567768572075,Spanish,Parent,Trigram
6,1,13283,7.620801972075685,7.609855533631588,7.621245296473318,7.633174116944616,Spanish,Parent,Trigram
6,2,13283,1.9937288539107911,1.97856530840835,1.9930438640732764,2.0047538315407136,Spanish,Parent,Trigram
6,3,13283,1.4030397405719879,1.3888462706326739,1.403479878319806,1.4192188646571156,Spanish,Parent,Trigram
6,4,13283,1.3729993106819354,1.359741910394843,1.3729118960041746,1.387724060464101,Spanish,Parent,Trigram
6,5,13283,1.2471385712204663,1.2308913645808581,1.2451532729090422,1.2597239789708428,Spanish,Parent,Trigram
6,6,13283,1.7719231429771694,1.7454131549528134,1.772350350042464,1.7930787324075246,Spanish,Parent,Trigram
7,1,9129,7.632347017040205,7.617608894167313,7.632796531794876,7.648132219884179,Spanish,Parent,Trigram
7,2,9129,2.0264929638124136,2.0106856953054386,2.0255936443104465,2.0406764728527547,Spanish,Parent,Trigram
7,3,9129,1.4308377010091815,1.405748289082473,1.4278499541197514,1.4474569116270493,Spanish,Parent,Trigram
7,4,9129,1.3733784437623549,1.355287395568677,1.373759843114825,1.3933885715422774,Spanish,Parent,Trigram
7,5,9129,1.327585761447062,1.3127272472583735,1.3302198642524288,1.3506129628152834,Spanish,Parent,Trigram
7,6,9129,1.2416600309518828,1.2258707194753224,1.2421875091426435,1.2603703493754121,Spanish,Parent,Trigram
7,7,9129,1.787671760160438,1.7611868484118953,1.788548452748123,1.8178734443158724,Spanish,Parent,Trigram
6,1,11719,7.7475177177909655,7.735009368370902,7.747243315351428,7.758864472605932,Spanish,Child,Trigram
6,2,11719,2.116338723063296,2.102402217840414,2.1151558665019152,2.128995763428515,Spanish,Child,Trigram
6,3,11719,1.5557551102402654,1.5410422196495257,1.5550870945830222,1.5726146905106257,Spanish,Child,Trigram
6,4,11719,1.4530753184630303,1.4388486701668666,1.4537058315725495,1.4684131370626097,Spanish,Child,Trigram
6,5,11719,1.3123749610618658,1.2986565498415037,1.31238623161285,1.3292657507636745,Spanish,Child,Trigram
6,6,11719,1.7129415156989998,1.6890373779722565,1.711840086581408,1.738364891357334,Spanish,Child,Trigram
5,1,16293,7.749327042144811,7.738584405399266,7.74888051728799,7.761267058852847,Spanish,Child,Trigram
5,2,16293,2.144750927910067,2.1296793946719097,2.145036745649715,2.1570219691540298,Spanish,Child,Trigram
5,3,16293,1.5577112083854152,1.5428601401609323,1.5574013581017225,1.569545029992082,Spanish,Child,Trigram
5,4,16293,1.3355254918430155,1.325299440928017,1.3369492121582158,1.3482703989216294,Spanish,Child,Trigram
5,5,16293,1.71090109428926,1.692910878944593,1.7101239744173933,1.7266809359469963,Spanish,Child,Trigram
4,1,23011,7.820194349197348,7.809266119132084,7.820294101306738,7.830108147524651,Spanish,Child,Trigram
4,2,23011,2.1748894974987603,2.161890517563414,2.174528556758414,2.186468862560446,Spanish,Child,Trigram
4,3,23011,1.4301459585266656,1.4219764807882096,1.4313192376949129,1.442055042936409,Spanish,Child,Trigram
4,4,23011,1.7193582827158709,1.7038060642680768,1.718914485961713,1.7328723414392568,Spanish,Child,Trigram
3,1,30232,7.895323353821274,7.885076467872265,7.894796022254344,7.904500424550005,Spanish,Child,Trigram
3,2,30232,2.0820294777436623,2.073107313032534,2.0814122126357333,2.089095351865333,Spanish,Child,Trigram
3,3,30232,1.8325171119307488,1.8208892159879633,1.8341709779040876,1.8459188149794916,Spanish,Child,Trigram
8,1,6066,7.716838772368439,7.698830496836447,7.717806878223539,7.738013400166411,Spanish,Child,Trigram
8,2,6066,2.167268398214479,2.150791169496169,2.167137419228659,2.1858827390452245,Spanish,Child,Trigram
8,3,6066,1.5742287422382042,1.5559826945702393,1.5768548739270885,1.598074877680704,Spanish,Child,Trigram
8,4,6066,1.455685225407204,1.433738019871822,1.455655490214621,1.481938630694255,Spanish,Child,Trigram
8,5,6066,1.397662173078432,1.373019839110368,1.397602075899233,1.41781929644507,Spanish,Child,Trigram
8,6,6066,1.390752505202754,1.3727485302706737,1.3908278749223357,1.413139809321697,Spanish,Child,Trigram
8,7,6066,1.329852811503324,1.3118795455553491,1.331390801571479,1.3505985572172634,Spanish,Child,Trigram
8,8,6066,1.747453303805602,1.7174645634146364,1.7467797341650955,1.7788944025176057,Spanish,Child,Trigram
7,1,8227,7.75342537499842,7.7365414430423645,7.754121735750057,7.771267201136279,Spanish,Child,Trigram
7,2,8227,2.1179833396521204,2.0984897624001664,2.1173962391389303,2.1336528049677996,Spanish,Child,Trigram
7,3,8227,1.5507696382588194,1.5315049493517146,1.5504254396610624,1.5695479090417797,Spanish,Child,Trigram
7,4,8227,1.4424480838388463,1.4206278166881638,1.442488698149649,1.4604105672541285,Spanish,Child,Trigram
7,5,8227,1.40099116734924,1.3816515015906634,1.402113982861135,1.4206977276874801,Spanish,Child,Trigram
7,6,8227,1.2999191411981552,1.2775279000910458,1.297827073523293,1.319864358060253,Spanish,Child,Trigram
7,7,8227,1.731104093955965,1.7099760254728877,1.7311296423197053,1.7535296552161248,Spanish,Child,Trigram
9,1,4484,7.698681554551852,7.671412115464989,7.699003116487925,7.720991845313297,Spanish,Child,Trigram
9,2,4484,2.1590868034711597,2.135371315715889,2.157819042716252,2.181369628449511,Spanish,Child,Trigram
9,3,4484,1.6153860932795945,1.5910973924342593,1.6181629229081091,1.6470940914194463,Spanish,Child,Trigram
9,4,4484,1.465463374258683,1.4338997461878753,1.4640206679151486,1.4947182300072712,Spanish,Child,Trigram
9,5,4484,1.4095091198194676,1.3847860574988147,1.409695539110798,1.43663878407758,Spanish,Child,Trigram
9,6,4484,1.431804152655878,1.403008416592809,1.431003516315882,1.4640336665721156,Spanish,Child,Trigram
9,7,4484,1.408291404955521,1.3846808646189963,1.410812056805277,1.4379639408053508,Spanish,Child,Trigram
9,8,4484,1.3089403693001787,1.2872040906394304,1.3112700038318863,1.339762064394517,Spanish,Child,Trigram
9,9,4484,1.7491775450697975,1.718000649019451,1.7479818746620368,1.7817733767639303,Spanish,Child,Trigram
4,1,46923,9.112386763417232,9.103859352052837,9.11187173609777,9.118519921942806,Japanese,Parent,Trigram
4,2,46923,2.2601987258670984,2.2509239544171957,2.2597264143906575,2.2693212380408836,Japanese,Parent,Trigram
4,3,46923,1.479942962697173,1.467189979104692,1.479400180231678,1.4900337951976677,Japanese,Parent,Trigram
4,4,46923,1.2026598905024721,1.191952274652062,1.2019844698387676,1.2120992798532944,Japanese,Parent,Trigram
6,1,19836,9.203262206358543,9.192222763887335,9.20472667224202,9.218888040790517,Japanese,Parent,Trigram
6,2,19836,2.347378353169667,2.333935877815998,2.3471236998469003,2.3629187551759188,Japanese,Parent,Trigram
6,3,19836,1.6702552028759086,1.651855846998203,1.6691346664966222,1.6886397215448143,Japanese,Parent,Trigram
6,4,19836,1.4034959381327174,1.3871766614121255,1.4042254263800849,1.4189903554127423,Japanese,Parent,Trigram
6,5,19836,1.332173762049351,1.3180079784784424,1.3315429947071677,1.3469765242077236,Japanese,Parent,Trigram
6,6,19836,1.2051299766898997,1.192065032321098,1.2046941174115113,1.221315782690125,Japanese,Parent,Trigram
3,1,61738,9.062563166186909,9.054098531487476,9.062837597383632,9.07039158263326,Japanese,Parent,Trigram
3,2,61738,2.25384092401217,2.2471352391772585,2.2544639357074967,2.2636347788136506,Japanese,Parent,Trigram
3,3,61738,1.2528981331999778,1.2441034788812204,1.2527180798227366,1.262119478432263,Japanese,Parent,Trigram
5,1,31201,9.168116831389005,9.156951986557054,9.167740328408279,9.180454709201603,Japanese,Parent,Trigram
5,2,31201,2.325438614667354,2.312613561511334,2.324950530348915,2.338439519016572,Japanese,Parent,Trigram
5,3,31201,1.591141814043314,1.5765005787946578,1.5921696444283058,1.6039202009889202,Japanese,Parent,Trigram
5,4,31201,1.3455285216932062,1.3354616746406234,1.3452443151269822,1.3572147534581767,Japanese,Parent,Trigram
5,5,31201,1.198781076629461,1.1874129407532164,1.1992257957699046,1.215015751275874,Japanese,Parent,Trigram
7,1,12501,9.21384409654332,9.19842213220324,9.212677933214454,9.23195166920254,Japanese,Parent,Trigram
7,2,12501,2.3714156687502843,2.350184696227605,2.371896952660825,2.39368035051882,Japanese,Parent,Trigram
7,3,12501,1.7325050060906015,1.7135106162980656,1.7328267927301777,1.7511083462893242,Japanese,Parent,Trigram
7,4,12501,1.476019581034988,1.4577792436602057,1.4773400317078713,1.4997780359990023,Japanese,Parent,Trigram
7,5,12501,1.3712538356123405,1.358425024314629,1.372340211475213,1.3908595589831032,Japanese,Parent,Trigram
7,6,12501,1.2947914700500107,1.2742318366887178,1.2935346980676985,1.3121740104369988,Japanese,Parent,Trigram
7,7,12501,1.1909274840944244,1.1751732110223831,1.189595502902294,1.205717958618513,Japanese,Parent,Trigram
8,1,7965,9.242730243776252,9.219732518676537,9.241759841412474,9.263027169834647,Japanese,Parent,Trigram
8,2,7965,2.4069382736388047,2.3786269574769996,2.4083892575381913,2.4315428818147735,Japanese,Parent,Trigram
8,3,7965,1.7306850242075946,1.707261781714955,1.7315446351743389,1.759800727939875,Japanese,Parent,Trigram
8,4,7965,1.5208125701432549,1.4976281994547547,1.5207300239016406,1.545398131918024,Japanese,Parent,Trigram
8,5,7965,1.480401560202082,1.4518394574053395,1.4784553092593153,1.5018392608102882,Japanese,Parent,Trigram
8,6,7965,1.3312035901547974,1.3079069942127437,1.3314245318169124,1.3522176297288682,Japanese,Parent,Trigram
8,7,7965,1.2778018048328943,1.2596098668494466,1.277849512055619,1.2987442747033473,Japanese,Parent,Trigram
8,8,7965,1.1944081607885655,1.1760813111669226,1.1940595216314072,1.2141227638998349,Japanese,Parent,Trigram
9,1,5110,9.267172637331042,9.242258410122531,9.268352522633547,9.293113705083115,Japanese,Parent,Trigram
9,2,5110,2.4137866435452215,2.380204625519288,2.413076622482382,2.452135515940866,Japanese,Parent,Trigram
9,3,5110,1.803681411061968,1.7652372218123156,1.8028977324230098,1.8396849008817262,Japanese,Parent,Trigram
9,4,5110,1.5621007751345402,1.522401224114657,1.5603174297790938,1.6037833695274042,Japanese,Parent,Trigram
9,5,5110,1.4616151964594473,1.4361391602931892,1.4637941370383634,1.494239142586107,Japanese,Parent,Trigram
9,6,5110,1.4558412459031942,1.4254996086228384,1.4576571310746926,1.4914351162961785,Japanese,Parent,Trigram
9,7,5110,1.3400204440618915,1.3124839065079585,1.3391071734866984,1.3662980640132834,Japanese,Parent,Trigram
9,8,5110,1.2550479999960285,1.2319553855930523,1.2543780095866515,1.285905889421993,Japanese,Parent,Trigram
9,9,5110,1.1870631891220749,1.1584068613008043,1.1855590468736077,1.2153770338707475,Japanese,Parent,Trigram
3,1,53054,9.231808740787907,9.22340446878186,9.23230380743687,9.239652483851874,Japanese,Child,Trigram
3,2,53054,2.304035887885553,2.294800830656069,2.304119535327906,2.312730051653094,Japanese,Child,Trigram
3,3,53054,1.4407676628542192,1.4306523886370948,1.4404584482799003,1.449414721285128,Japanese,Child,Trigram
4,1,35898,9.271246594940097,9.260266086115625,9.271437397408972,9.283806141754187,Japanese,Child,Trigram
4,2,35898,2.3485471955899295,2.3362093377730346,2.347934264776348,2.358365099566834,Japanese,Child,Trigram
4,3,35898,1.5879741436565504,1.5768231975513554,1.5881769842106994,1.6016410621584103,Japanese,Child,Trigram
4,4,35898,1.2453284826615547,1.2364454137927954,1.2455520631444243,1.2560620895311543,Japanese,Child,Trigram
6,1,14033,9.34734444338572,9.330915388050588,9.347082228810773,9.363287624363583,Japanese,Child,Trigram
6,2,14033,2.4469497410253593,2.430422678605749,2.4477798529204065,2.468697813519186,Japanese,Child,Trigram
6,3,14033,1.7565721123996503,1.7327554108419823,1.7557035515239232,1.7765717658833138,Japanese,Child,Trigram
6,4,14033,1.4135523206159937,1.396010012082718,1.4119178646978323,1.4275427642283485,Japanese,Child,Trigram
6,5,14033,1.3023702494477813,1.2859855093951236,1.3015352801361537,1.3202363082112636,Japanese,Child,Trigram
6,6,14033,1.1608415440501145,1.1450191748250127,1.1618864692549555,1.177603764270824,Japanese,Child,Trigram
8,1,5084,9.413802964587928,9.382330623126048,9.412830110306256,9.442295362637982,Japanese,Child,Trigram
8,2,5084,2.4793527771599364,2.4441527129579588,2.4782482382699693,2.511332256778969,Japanese,Child,Trigram
8,3,5084,1.8600829147992408,1.8320921672717687,1.8621200697174418,1.8993824851374566,Japanese,Child,Trigram
8,4,5084,1.5511929764698849,1.5152919072566964,1.5539143548393513,1.5824889314399753,Japanese,Child,Trigram
8,5,5084,1.4571284843560375,1.425841301205963,1.45688335770936,1.4856711176684951,Japanese,Child,Trigram
8,6,5084,1.300098366009542,1.27640228820166,1.300976301238914,1.3301576876176049,Japanese,Child,Trigram
8,7,5084,1.2439266453569653,1.2176570239074582,1.2430826876765626,1.269856285543586,Japanese,Child,Trigram
8,8,5084,1.1057049192189232,1.0835818624468323,1.106700445261178,1.1310349307491214,Japanese,Child,Trigram
5,1,22555,9.33228025098144,9.317102367607355,9.332799327250147,9.34485102178569,Japanese,Child,Trigram
5,2,22555,2.4150924183899005,2.3984668283440325,2.413169391683876,2.4299580311759352,Japanese,Child,Trigram
5,3,22555,1.6946639714973566,1.6805016146940817,1.6950228165548515,1.711810996982745,Japanese,Child,Trigram
5,4,22555,1.3522980014756207,1.3378738379370105,1.3527952337747031,1.3678804327682657,Japanese,Child,Trigram
5,5,22555,1.1942403683084206,1.1812177874565757,1.193772915532546,1.2068602125308012,Japanese,Child,Trigram
7,1,8378,9.408145664870299,9.386862444245864,9.405499213087898,9.429793328731206,Japanese,Child,Trigram
7,2,8378,2.4939222467289985,2.464763610670065,2.495626460201389,2.5256185116219223,Japanese,Child,Trigram
7,3,8378,1.8439463504773959,1.815498811236342,1.8437598717576935,1.8686454757048483,Japanese,Child,Trigram
7,4,8378,1.5016106198926222,1.4756771576571048,1.5013609588701136,1.5289931844963496,Japanese,Child,Trigram
7,5,8378,1.3844017711281065,1.3648188674377355,1.3853070339956781,1.4091997234056945,Japanese,Child,Trigram
7,6,8378,1.257961504440599,1.231528596122215,1.256749071348365,1.2811480509307112,Japanese,Child,Trigram
7,7,8378,1.1499082891603563,1.134606774745024,1.1496580492163877,1.1711308732276657,Japanese,Child,Trigram
9,1,3138,9.404912188829625,9.368459819702679,9.406603094633406,9.444662608307894,Japanese,Child,Trigram
9,2,3138,2.5317321635113164,2.4835170075686746,2.531748299151944,2.5838384975628763,Japanese,Child,Trigram
9,3,3138,1.8362507478988725,1.78878049953034,1.833906366411784,1.8805592038701338,Japanese,Child,Trigram
9,4,3138,1.5595154788860324,1.5092675263179647,1.5563940704400712,1.5975452447484602,Japanese,Child,Trigram
9,5,3138,1.5115448311683553,1.4752583327473463,1.5133983544934093,1.553071157682694,Japanese,Child,Trigram
9,6,3138,1.38706198241621,1.3426168611981901,1.3846123107335155,1.4214602413851414,Japanese,Child,Trigram
9,7,3138,1.318403022087175,1.2773736101738429,1.3170879656376544,1.3471810529819335,Japanese,Child,Trigram
9,8,3138,1.2139606582958886,1.1836102344926716,1.2140085678620274,1.2500929568074477,Japanese,Child,Trigram
9,9,3138,1.0878242421408533,1.0616034428791457,1.0891512943841304,1.1145879663617235,Japanese,Child,Trigram
