1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
4.23160122222987,4.596426737979821,4.478636373982458,4.3757277707639615,4.332136193981204,3.3570164825903483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.251596831708991,4.210726569523013,4.112899676244507,4.156394005668095,4.395375843526374,3.967483773961237,2.917867122731731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.276386007692308,4.302978972568523,4.146626620015406,4.105896957142857,4.3259308970330235,4.235185141321463,4.020984700257526,2.733062900482599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.3721568042351455,4.0745118828455285,3.9090962057577734,3.9944399890925557,4.198364272368169,4.1277728125436015,4.094207504008787,3.816503505585267,2.49695173005928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.2441707808094,4.131755753148644,3.9656082142650346,4.013647546608818,4.196150735522989,3.9902474677161006,4.235815190493304,4.063272756953675,3.934481976478376,2.566983873177667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.449463661012312,4.179954607419018,4.025044461120918,4.026348288586983,4.233430444792679,4.1372461373183,4.122153779149513,4.261208386472207,4.1039236390837734,3.9349993229509934,2.4740329274569572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.6214076778853315,4.789381235625423,3.4705992389626203,3.5317413702293634,3.5172509355,3.536492591354279,4.146034305018913,3.585825940273448,3.423679424194217,3.3068053975028096,3.379685424852849,2.0290476367242274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.581628056813417,4.21982834157181,4.009092055852692,3.831026066960453,3.9993207216508795,3.890624099519564,3.90025262869348,4.138790607538301,4.018993809097449,3.978271036257062,3.787664075585737,3.667689522776673,2.274132029692816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.639349373623954,4.123338112547232,3.879006163916758,3.988516588692633,4.239870989064156,4.06775621749848,3.868888446126969,3.8362535232333754,3.8794254046416636,4.0584601069207675,4.136311783566873,3.957187929262754,3.7190553648406626,2.2774828894996624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.706286148620911,3.9259566747855805,3.9857035757586146,4.0163527604256055,4.327505470602961,4.204184473619155,4.048257526005961,3.8753118894113268,3.892225956452301,3.990840535117967,4.115029656482126,4.135512574432149,3.987933330336816,3.7442611589057857,2.347233964569676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.79256296358209,2.9452761428576117,3.2476521576507484,3.409634774882782,4.189918302288511,4.10507804330617,3.407175293955005,3.146933469421915,3.021763588251548,3.355649947102237,3.3942991841159875,3.4346044172058727,3.4488618058525464,3.3717799984225456,3.2753842045188417,1.9597187759682317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.852245144402421,3.9903339734068077,3.9769289249401916,4.043348850561427,4.323352237514442,4.221932498501965,4.151517074930928,4.10761123167882,3.97085941727168,3.8580450626290816,3.863257853416192,4.020691253171,4.1088520368167964,4.113732348166043,3.9552320215068955,3.739506326432283,2.374682466889167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4.704482111340206,3.999336491300746,4.073812719539275,4.127616931057387,4.346896872708065,4.264963192697641,4.161274201871045,4.122689413825652,4.0639274660921,3.9043489243072744,3.8712625195324106,3.9706296115384614,4.046423018046759,4.14575833060501,4.175378503659561,3.9853900817598187,3.749757841681142,2.399086826730366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.019054376121931,3.976994927104541,4.029324920676213,4.062944014910269,4.205616073367546,3.9698407635967965,4.129876365190594,4.0979610935735336,4.105392878066704,3.9420837381051754,3.894490017640216,3.8736320255071037,3.9221400122719055,4.071023440721103,4.133541567736431,4.088039740127085,3.948497512067323,3.7217467412717316,2.3726368727183833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.255482081332237,3.667603470323712,3.7173607195915443,3.765721501240519,4.085917012706301,3.983546904536581,3.943040548490584,3.9385884361692103,3.994274685521507,3.9311856532984977,3.7634041554260156,3.6006591551536937,3.583280548516656,3.6363230504284054,3.914971024396938,3.852196875060619,3.7674066006904896,3.6215550654257203,3.4633153205747047,2.1962938105672327,NA,NA,NA,NA,NA,NA,NA,NA,NA
5.068520839762611,4.03128537186841,3.9047345273248846,3.98817279279463,4.116131144030508,4.070856107910869,3.951767650934855,4.028763005806452,3.990370105323417,3.9902303358483153,3.939510443260891,3.8180483437522157,3.976463170462002,3.7607709645303284,3.8121510189855705,4.103276092549626,3.979224645932769,4.006005801788877,3.805943983323472,3.6400169646125273,2.3752103998971106,NA,NA,NA,NA,NA,NA,NA,NA
4.6103019386259545,3.696953018014561,3.7648970248690152,3.846516302547542,4.257085857933811,4.231031219422211,4.144133676035877,4.080576508515201,4.096641910707553,4.1002879616630805,4.071039299381001,4.050044897082596,3.8015784163476654,3.5994156860855986,3.5771632308151275,3.742097655104629,3.8489583268736425,3.8726635879195834,3.7935598274885765,3.698125722126641,3.494358465826702,2.229305761336451,NA,NA,NA,NA,NA,NA,NA
5.33099972462845,4.2308445203346565,4.229301232758621,4.20790864831142,4.187806713211134,4.132211534527377,4.090680514672501,4.0616999827241616,4.075079281843078,4.038847762082542,4.014498899389251,4.0758577544309,4.029416048492703,4.03073394575119,4.012444321469682,4.024529308199102,4.10456972694082,4.184105943038472,4.27857290809487,4.1886445136004085,4.083679441073232,3.7842480366536377,2.4352384604965267,NA,NA,NA,NA,NA,NA
5.3390237950549455,4.268502397057457,4.2639038075120705,4.238038990615119,4.213832319638893,4.149748895138282,4.097481268132192,4.090708376260474,4.048226580623805,4.082780643327986,4.043374785924095,4.107894599645443,4.073104441935005,4.03195860742096,4.069383538769414,4.128731584089497,4.07255173346526,4.09481184804219,4.06580221509407,4.236766725448682,4.33527676547204,4.080980057944183,3.819861903430152,2.4458056449453935,NA,NA,NA,NA,NA
5.2016858331838565,4.1710543538936955,4.246232947997447,4.217872029006914,4.249477384516862,4.223741190292683,4.16217389645553,4.100229463602098,4.08009385387123,4.064558096172015,4.045140239664167,4.064249636109271,4.170137961539713,4.029770906646084,4.0579567970133885,4.039300658733766,4.116361696184874,4.027838983031275,4.03889784613676,4.143812621973663,4.258112561363636,4.348115893230625,4.173706843917876,3.8141741205357143,2.421916418076441,NA,NA,NA,NA
5.497862654194408,4.202969252360189,4.2312332783712785,4.210306560652921,4.110677347508424,4.091894529247122,4.10984933501617,4.0434810849344585,4.069161920092791,3.9562445821903243,4.031869794341339,4.03840082184632,4.057955156420162,3.987416645698344,3.9920358986700215,4.064050713177864,4.096359199653916,4.087358309873646,4.013825716016391,3.9993253582968284,4.209335956946378,4.165991174444636,4.220021506968341,3.991269992445125,3.7857891775444537,2.4247000861154175,NA,NA,NA
5.774373198913043,4.007546211364892,3.9746648332625387,4.003414109151172,3.8973999379168722,3.8174866188194327,3.7952772042381433,3.831456651447106,3.9920836251745926,3.8129688431941924,3.734831010549925,3.978275228074555,3.791332849958534,3.8060868664019853,3.8103575445222613,3.9042352742429283,4.007836660592869,3.844159889053896,3.8970397713220337,3.69438176708757,3.82874376003593,4.165901919365285,3.9745136431589057,3.9904534490941157,3.7618659257188245,3.5747146159695817,2.274538559007707,NA,NA
5.242997367670916,4.438728565510734,3.2814630046368447,3.303588474833555,3.2898114479868688,3.144626232319907,2.9693611374231934,3.1796255316988082,3.2276891792909725,3.616945682317663,3.2848429400913597,2.9460563268330433,3.982087473633814,3.301519349497293,2.9488756908093947,3.307510507707185,3.769721041841004,4.106432180596653,3.3647996134981173,3.347636605978943,2.9388053317145877,3.336309444861338,4.498451997174389,3.3573508702833776,3.2906515255670494,2.9696848846930113,3.095161171435285,1.893355288076704,NA
5.019555909106529,4.430174465724781,3.907725622866894,3.9200682310992487,3.8503105391742194,3.7366131383536585,3.6931713446446857,3.712227375644932,3.7342973073939394,3.8727719890363415,3.852743434530612,3.6668801940347295,3.727783422906504,4.054545631077489,3.7471491639126886,3.6301564810788554,3.809460222861236,3.9606509542792794,4.135252875365063,3.771600228440554,3.7632905588971926,3.62990437778664,3.8527231505162827,4.262196242409109,3.9388932923076925,3.9047019547885937,3.634747390910849,3.5437651082496138,2.250316638428291
